product_type,county,eic_count,installed_capacity,is_business,date,data_block_id
3,11,108,5523.400000000001,1,2021-09-01,2
3,12,9,241.5,1,2021-09-01,2
1,13,10,118.2,0,2021-09-01,2
3,13,42,613.4,0,2021-09-01,2
3,13,29,1152.9,1,2021-09-01,2
1,14,18,260.0,0,2021-09-01,2
3,14,105,1423.36,0,2021-09-01,2
1,14,17,505.1,1,2021-09-01,2
3,14,67,3114.6000000000004,1,2021-09-01,2
1,15,10,83.2,0,2021-09-01,2
3,15,61,918.2,0,2021-09-01,2
1,15,7,325.0,1,2021-09-01,2
3,15,49,1778.7,1,2021-09-01,2
1,0,108,952.89,0,2021-09-02,3
2,0,17,166.4,0,2021-09-02,3
3,0,688,7207.88,0,2021-09-02,3
0,0,5,400.0,1,2021-09-02,3
1,0,43,1411.0,1,2021-09-02,3
3,0,265,13417.79,1,2021-09-02,3
1,1,7,80.0,0,2021-09-02,3
3,1,42,472.6,0,2021-09-02,3
3,1,12,295.5,1,2021-09-02,3
3,2,33,414.5,0,2021-09-02,3
3,2,22,581.5,1,2021-09-02,3
1,3,16,179.9,0,2021-09-02,3
3,3,47,677.03,0,2021-09-02,3
1,3,12,263.90000000000003,1,2021-09-02,3
3,3,38,2268.7000000000003,1,2021-09-02,3
1,4,9,72.2,0,2021-09-02,3
3,4,45,568.3000000000001,0,2021-09-02,3
0,4,10,855.0,1,2021-09-02,3
3,4,28,1084.0,1,2021-09-02,3
1,5,24,289.8,0,2021-09-02,3
3,5,89,1105.3,0,2021-09-02,3
0,5,5,1160.0,1,2021-09-02,3
1,5,6,205.2,1,2021-09-02,3
3,5,65,2203.0,1,2021-09-02,3
3,6,6,324.20000000000005,1,2021-09-02,3
1,7,31,334.8,0,2021-09-02,3
2,7,5,50.5,0,2021-09-02,3
3,7,147,1832.56,0,2021-09-02,3
0,7,14,2018.6,1,2021-09-02,3
1,7,11,503.6,1,2021-09-02,3
3,7,37,1227.1,1,2021-09-02,3
1,8,11,83.0,0,2021-09-02,3
3,8,58,722.1800000000001,0,2021-09-02,3
3,8,17,751.7,1,2021-09-02,3
1,9,20,247.9,0,2021-09-02,3
3,9,89,1119.42,0,2021-09-02,3
1,9,11,324.0,1,2021-09-02,3
3,9,19,523.08,1,2021-09-02,3
1,10,19,240.7,0,2021-09-02,3
3,10,111,1368.0,0,2021-09-02,3
1,10,9,239.5,1,2021-09-02,3
2,10,5,121.5,1,2021-09-02,3
3,10,48,1852.9,1,2021-09-02,3
1,11,39,384.3,0,2021-09-02,3
2,11,8,107.5,0,2021-09-02,3
3,11,247,2965.27,0,2021-09-02,3
1,11,21,822.0,1,2021-09-02,3
2,11,8,105.0,1,2021-09-02,3
3,11,108,5523.400000000001,1,2021-09-02,3
3,12,9,241.5,1,2021-09-02,3
1,13,10,118.2,0,2021-09-02,3
3,13,42,613.4,0,2021-09-02,3
3,13,29,1152.9,1,2021-09-02,3
1,14,18,260.0,0,2021-09-02,3
3,14,105,1423.36,0,2021-09-02,3
1,14,17,505.1,1,2021-09-02,3
3,14,67,3114.6000000000004,1,2021-09-02,3
1,15,10,83.2,0,2021-09-02,3
3,15,61,918.2,0,2021-09-02,3
1,15,7,325.0,1,2021-09-02,3
3,15,49,1778.7,1,2021-09-02,3
1,0,108,952.89,0,2021-09-03,4
2,0,17,166.4,0,2021-09-03,4
3,0,688,7207.88,0,2021-09-03,4
0,0,5,400.0,1,2021-09-03,4
1,0,43,1411.0,1,2021-09-03,4
3,0,265,13417.79,1,2021-09-03,4
1,1,7,80.0,0,2021-09-03,4
3,1,42,472.6,0,2021-09-03,4
3,1,12,295.5,1,2021-09-03,4
3,2,33,414.5,0,2021-09-03,4
3,2,22,581.5,1,2021-09-03,4
1,3,16,179.9,0,2021-09-03,4
3,3,47,677.03,0,2021-09-03,4
1,3,12,263.90000000000003,1,2021-09-03,4
3,3,38,2268.7000000000003,1,2021-09-03,4
1,4,9,72.2,0,2021-09-03,4
3,4,45,568.3000000000001,0,2021-09-03,4
0,4,10,855.0,1,2021-09-03,4
3,4,28,1084.0,1,2021-09-03,4
1,5,24,289.8,0,2021-09-03,4
3,5,89,1105.3,0,2021-09-03,4
0,5,5,1160.0,1,2021-09-03,4
1,5,6,205.2,1,2021-09-03,4
3,5,65,2203.0,1,2021-09-03,4
3,6,6,324.20000000000005,1,2021-09-03,4
1,7,31,334.8,0,2021-09-03,4
2,7,5,50.5,0,2021-09-03,4
3,7,147,1832.56,0,2021-09-03,4
0,7,14,2018.6,1,2021-09-03,4
1,7,11,503.6,1,2021-09-03,4
3,7,37,1227.1,1,2021-09-03,4
1,8,11,83.0,0,2021-09-03,4
3,8,58,722.1800000000001,0,2021-09-03,4
3,8,17,751.7,1,2021-09-03,4
1,9,20,247.9,0,2021-09-03,4
3,9,89,1119.42,0,2021-09-03,4
1,9,11,324.0,1,2021-09-03,4
3,9,19,523.08,1,2021-09-03,4
1,10,19,240.7,0,2021-09-03,4
3,10,111,1368.0,0,2021-09-03,4
1,10,9,239.5,1,2021-09-03,4
2,10,5,121.5,1,2021-09-03,4
3,10,48,1852.9,1,2021-09-03,4
1,11,39,384.3,0,2021-09-03,4
2,11,8,107.5,0,2021-09-03,4
3,11,247,2965.27,0,2021-09-03,4
1,11,21,822.0,1,2021-09-03,4
2,11,8,105.0,1,2021-09-03,4
3,11,108,5523.400000000001,1,2021-09-03,4
3,12,9,241.5,1,2021-09-03,4
1,13,10,118.2,0,2021-09-03,4
3,13,42,613.4,0,2021-09-03,4
3,13,29,1152.9,1,2021-09-03,4
1,14,18,260.0,0,2021-09-03,4
3,14,105,1423.36,0,2021-09-03,4
1,14,17,505.1,1,2021-09-03,4
3,14,67,3114.6000000000004,1,2021-09-03,4
1,15,10,83.2,0,2021-09-03,4
3,15,61,918.2,0,2021-09-03,4
1,15,7,325.0,1,2021-09-03,4
3,15,49,1778.7,1,2021-09-03,4
1,0,108,952.89,0,2021-09-04,5
2,0,17,166.4,0,2021-09-04,5
3,0,688,7207.88,0,2021-09-04,5
0,0,5,400.0,1,2021-09-04,5
1,0,43,1411.0,1,2021-09-04,5
3,0,265,13417.79,1,2021-09-04,5
1,1,7,80.0,0,2021-09-04,5
3,1,42,472.6,0,2021-09-04,5
3,1,12,295.5,1,2021-09-04,5
3,2,33,414.5,0,2021-09-04,5
3,2,22,581.5,1,2021-09-04,5
1,3,16,179.9,0,2021-09-04,5
3,3,47,677.03,0,2021-09-04,5
1,3,12,263.90000000000003,1,2021-09-04,5
3,3,38,2268.7000000000003,1,2021-09-04,5
1,4,9,72.2,0,2021-09-04,5
3,4,45,568.3000000000001,0,2021-09-04,5
0,4,10,855.0,1,2021-09-04,5
3,4,28,1084.0,1,2021-09-04,5
1,5,24,289.8,0,2021-09-04,5
3,5,89,1105.3,0,2021-09-04,5
0,5,5,1160.0,1,2021-09-04,5
1,5,6,205.2,1,2021-09-04,5
3,5,65,2203.0,1,2021-09-04,5
3,6,6,324.20000000000005,1,2021-09-04,5
1,7,31,334.8,0,2021-09-04,5
2,7,5,50.5,0,2021-09-04,5
3,7,147,1832.56,0,2021-09-04,5
0,7,14,2018.6,1,2021-09-04,5
1,7,11,503.6,1,2021-09-04,5
3,7,37,1227.1,1,2021-09-04,5
1,8,11,83.0,0,2021-09-04,5
3,8,58,722.1800000000001,0,2021-09-04,5
3,8,17,751.7,1,2021-09-04,5
1,9,20,247.9,0,2021-09-04,5
3,9,89,1119.42,0,2021-09-04,5
1,9,11,324.0,1,2021-09-04,5
3,9,19,523.08,1,2021-09-04,5
1,10,19,240.7,0,2021-09-04,5
3,10,111,1368.0,0,2021-09-04,5
1,10,9,239.5,1,2021-09-04,5
2,10,5,121.5,1,2021-09-04,5
3,10,48,1852.9,1,2021-09-04,5
1,11,39,384.3,0,2021-09-04,5
2,11,8,107.5,0,2021-09-04,5
3,11,247,2965.27,0,2021-09-04,5
1,11,21,822.0,1,2021-09-04,5
2,11,8,105.0,1,2021-09-04,5
3,11,108,5523.400000000001,1,2021-09-04,5
3,12,9,241.5,1,2021-09-04,5
1,13,10,118.2,0,2021-09-04,5
3,13,42,613.4,0,2021-09-04,5
3,13,29,1152.9,1,2021-09-04,5
1,14,18,260.0,0,2021-09-04,5
3,14,105,1423.36,0,2021-09-04,5
1,14,17,505.1,1,2021-09-04,5
3,14,67,3114.6000000000004,1,2021-09-04,5
1,15,10,83.2,0,2021-09-04,5
3,15,61,918.2,0,2021-09-04,5
1,15,7,325.0,1,2021-09-04,5
3,15,49,1778.7,1,2021-09-04,5
1,0,108,952.89,0,2021-09-05,6
2,0,17,166.4,0,2021-09-05,6
3,0,687,7199.88,0,2021-09-05,6
0,0,5,400.0,1,2021-09-05,6
1,0,43,1411.0,1,2021-09-05,6
3,0,265,13417.79,1,2021-09-05,6
1,1,7,80.0,0,2021-09-05,6
3,1,42,472.6,0,2021-09-05,6
3,1,12,295.5,1,2021-09-05,6
3,2,33,414.5,0,2021-09-05,6
3,2,22,581.5,1,2021-09-05,6
1,3,16,179.9,0,2021-09-05,6
3,3,47,677.03,0,2021-09-05,6
1,3,12,263.90000000000003,1,2021-09-05,6
3,3,38,2268.7000000000003,1,2021-09-05,6
1,4,9,72.2,0,2021-09-05,6
3,4,45,568.3000000000001,0,2021-09-05,6
0,4,10,855.0,1,2021-09-05,6
3,4,28,1084.0,1,2021-09-05,6
1,5,24,289.8,0,2021-09-05,6
3,5,89,1105.3,0,2021-09-05,6
0,5,5,1160.0,1,2021-09-05,6
1,5,6,205.2,1,2021-09-05,6
3,5,65,2203.0,1,2021-09-05,6
3,6,6,324.20000000000005,1,2021-09-05,6
1,7,31,334.8,0,2021-09-05,6
2,7,5,50.5,0,2021-09-05,6
3,7,147,1832.56,0,2021-09-05,6
0,7,14,2018.6,1,2021-09-05,6
1,7,11,503.6,1,2021-09-05,6
3,7,37,1227.1,1,2021-09-05,6
1,8,11,83.0,0,2021-09-05,6
3,8,58,722.1800000000001,0,2021-09-05,6
3,8,17,751.7,1,2021-09-05,6
1,9,20,247.9,0,2021-09-05,6
3,9,89,1119.42,0,2021-09-05,6
1,9,11,324.0,1,2021-09-05,6
3,9,19,523.08,1,2021-09-05,6
1,10,19,240.7,0,2021-09-05,6
3,10,111,1368.0,0,2021-09-05,6
1,10,9,239.5,1,2021-09-05,6
2,10,5,121.5,1,2021-09-05,6
3,10,48,1852.9,1,2021-09-05,6
1,11,39,384.3,0,2021-09-05,6
2,11,8,107.5,0,2021-09-05,6
3,11,247,2965.27,0,2021-09-05,6
1,11,21,822.0,1,2021-09-05,6
2,11,8,105.0,1,2021-09-05,6
3,11,108,5523.400000000001,1,2021-09-05,6
3,12,9,241.5,1,2021-09-05,6
1,13,10,118.2,0,2021-09-05,6
3,13,42,613.4,0,2021-09-05,6
3,13,29,1152.9,1,2021-09-05,6
1,14,18,260.0,0,2021-09-05,6
3,14,105,1423.36,0,2021-09-05,6
1,14,17,505.1,1,2021-09-05,6
3,14,67,3114.6000000000004,1,2021-09-05,6
1,15,10,83.2,0,2021-09-05,6
3,15,61,918.2,0,2021-09-05,6
1,15,7,325.0,1,2021-09-05,6
3,15,49,1778.7,1,2021-09-05,6
1,0,108,952.89,0,2021-09-06,7
2,0,17,166.4,0,2021-09-06,7
3,0,687,7199.88,0,2021-09-06,7
0,0,5,400.0,1,2021-09-06,7
1,0,43,1411.0,1,2021-09-06,7
3,0,265,13417.79,1,2021-09-06,7
1,1,7,80.0,0,2021-09-06,7
3,1,42,472.6,0,2021-09-06,7
3,1,12,295.5,1,2021-09-06,7
3,2,33,414.5,0,2021-09-06,7
3,2,22,581.5,1,2021-09-06,7
1,3,16,179.9,0,2021-09-06,7
3,3,47,677.03,0,2021-09-06,7
1,3,12,263.90000000000003,1,2021-09-06,7
3,3,38,2268.7000000000003,1,2021-09-06,7
1,4,9,72.2,0,2021-09-06,7
3,4,45,568.3000000000001,0,2021-09-06,7
0,4,10,855.0,1,2021-09-06,7
3,4,28,1084.0,1,2021-09-06,7
1,5,24,289.8,0,2021-09-06,7
3,5,89,1105.3,0,2021-09-06,7
0,5,5,1160.0,1,2021-09-06,7
1,5,6,205.2,1,2021-09-06,7
3,5,65,2203.0,1,2021-09-06,7
3,6,6,324.20000000000005,1,2021-09-06,7
1,7,31,334.8,0,2021-09-06,7
2,7,5,50.5,0,2021-09-06,7
3,7,147,1832.56,0,2021-09-06,7
0,7,14,2018.6,1,2021-09-06,7
1,7,11,503.6,1,2021-09-06,7
3,7,37,1227.1,1,2021-09-06,7
1,8,11,83.0,0,2021-09-06,7
3,8,58,722.1800000000001,0,2021-09-06,7
3,8,17,751.7,1,2021-09-06,7
1,9,20,247.9,0,2021-09-06,7
3,9,89,1119.42,0,2021-09-06,7
1,9,11,324.0,1,2021-09-06,7
3,9,19,523.08,1,2021-09-06,7
1,10,19,240.7,0,2021-09-06,7
3,10,111,1368.0,0,2021-09-06,7
1,10,9,239.5,1,2021-09-06,7
2,10,5,121.5,1,2021-09-06,7
3,10,48,1852.9,1,2021-09-06,7
1,11,39,384.3,0,2021-09-06,7
2,11,8,107.5,0,2021-09-06,7
3,11,247,2965.27,0,2021-09-06,7
1,11,21,822.0,1,2021-09-06,7
2,11,8,105.0,1,2021-09-06,7
3,11,108,5523.400000000001,1,2021-09-06,7
3,12,9,241.5,1,2021-09-06,7
1,13,10,118.2,0,2021-09-06,7
3,13,42,613.4,0,2021-09-06,7
3,13,29,1152.9,1,2021-09-06,7
1,14,18,260.0,0,2021-09-06,7
3,14,105,1423.36,0,2021-09-06,7
1,14,17,505.1,1,2021-09-06,7
3,14,67,3114.6000000000004,1,2021-09-06,7
1,15,10,83.2,0,2021-09-06,7
3,15,61,918.2,0,2021-09-06,7
1,15,7,325.0,1,2021-09-06,7
3,15,49,1778.7,1,2021-09-06,7
1,0,108,952.89,0,2021-09-07,8
2,0,17,166.4,0,2021-09-07,8
3,0,687,7199.88,0,2021-09-07,8
0,0,5,400.0,1,2021-09-07,8
1,0,43,1411.0,1,2021-09-07,8
3,0,265,13417.79,1,2021-09-07,8
1,1,7,80.0,0,2021-09-07,8
3,1,42,472.6,0,2021-09-07,8
3,1,12,295.5,1,2021-09-07,8
3,2,33,414.5,0,2021-09-07,8
3,2,22,581.5,1,2021-09-07,8
1,3,16,179.9,0,2021-09-07,8
3,3,47,677.03,0,2021-09-07,8
1,3,12,263.90000000000003,1,2021-09-07,8
3,3,38,2268.7000000000003,1,2021-09-07,8
1,4,9,72.2,0,2021-09-07,8
3,4,45,568.3000000000001,0,2021-09-07,8
0,4,10,855.0,1,2021-09-07,8
3,4,28,1084.0,1,2021-09-07,8
1,5,24,289.8,0,2021-09-07,8
3,5,89,1105.3,0,2021-09-07,8
0,5,5,1160.0,1,2021-09-07,8
1,5,6,205.2,1,2021-09-07,8
3,5,65,2203.0,1,2021-09-07,8
3,6,6,324.20000000000005,1,2021-09-07,8
1,7,31,334.8,0,2021-09-07,8
2,7,5,50.5,0,2021-09-07,8
3,7,147,1832.56,0,2021-09-07,8
0,7,14,2018.6,1,2021-09-07,8
1,7,11,503.6,1,2021-09-07,8
3,7,37,1227.1,1,2021-09-07,8
1,8,11,83.0,0,2021-09-07,8
3,8,58,722.1800000000001,0,2021-09-07,8
3,8,17,751.7,1,2021-09-07,8
1,9,20,247.9,0,2021-09-07,8
3,9,89,1119.42,0,2021-09-07,8
1,9,11,324.0,1,2021-09-07,8
3,9,19,523.08,1,2021-09-07,8
1,10,19,240.7,0,2021-09-07,8
3,10,111,1368.0,0,2021-09-07,8
1,10,9,239.5,1,2021-09-07,8
2,10,5,121.5,1,2021-09-07,8
3,10,48,1852.9,1,2021-09-07,8
1,11,39,384.3,0,2021-09-07,8
2,11,8,107.5,0,2021-09-07,8
3,11,247,2965.27,0,2021-09-07,8
1,11,21,822.0,1,2021-09-07,8
2,11,8,105.0,1,2021-09-07,8
3,11,108,5523.400000000001,1,2021-09-07,8
3,12,9,241.5,1,2021-09-07,8
1,13,10,118.2,0,2021-09-07,8
3,13,42,613.4,0,2021-09-07,8
3,13,29,1152.9,1,2021-09-07,8
1,14,18,260.0,0,2021-09-07,8
3,14,105,1423.36,0,2021-09-07,8
1,14,17,505.1,1,2021-09-07,8
3,14,67,3114.6000000000004,1,2021-09-07,8
1,15,10,83.2,0,2021-09-07,8
3,15,61,918.2,0,2021-09-07,8
1,15,7,325.0,1,2021-09-07,8
3,15,49,1778.7,1,2021-09-07,8
1,0,108,952.89,0,2021-09-08,9
2,0,17,166.4,0,2021-09-08,9
3,0,687,7199.88,0,2021-09-08,9
0,0,5,400.0,1,2021-09-08,9
1,0,43,1411.0,1,2021-09-08,9
3,0,266,13467.79,1,2021-09-08,9
1,1,7,80.0,0,2021-09-08,9
3,1,42,472.6,0,2021-09-08,9
3,1,12,295.5,1,2021-09-08,9
3,2,33,414.5,0,2021-09-08,9
3,2,22,581.5,1,2021-09-08,9
1,3,16,179.9,0,2021-09-08,9
3,3,47,677.03,0,2021-09-08,9
1,3,12,263.90000000000003,1,2021-09-08,9
3,3,38,2268.7000000000003,1,2021-09-08,9
1,4,9,72.2,0,2021-09-08,9
3,4,45,568.3000000000001,0,2021-09-08,9
0,4,10,855.0,1,2021-09-08,9
3,4,28,1084.0,1,2021-09-08,9
1,5,24,289.8,0,2021-09-08,9
3,5,89,1105.3,0,2021-09-08,9
0,5,5,1160.0,1,2021-09-08,9
1,5,6,205.2,1,2021-09-08,9
3,5,65,2203.0,1,2021-09-08,9
3,6,6,324.20000000000005,1,2021-09-08,9
1,7,31,334.8,0,2021-09-08,9
2,7,5,50.5,0,2021-09-08,9
3,7,147,1832.56,0,2021-09-08,9
0,7,14,2018.6,1,2021-09-08,9
1,7,11,503.6,1,2021-09-08,9
3,7,37,1227.1,1,2021-09-08,9
1,8,11,83.0,0,2021-09-08,9
3,8,58,722.1800000000001,0,2021-09-08,9
3,8,17,751.7,1,2021-09-08,9
1,9,20,247.9,0,2021-09-08,9
3,9,89,1119.42,0,2021-09-08,9
1,9,11,324.0,1,2021-09-08,9
3,9,19,523.08,1,2021-09-08,9
1,10,19,240.7,0,2021-09-08,9
3,10,111,1368.0,0,2021-09-08,9
1,10,9,239.5,1,2021-09-08,9
2,10,5,121.5,1,2021-09-08,9
3,10,48,1852.9,1,2021-09-08,9
1,11,38,377.3,0,2021-09-08,9
2,11,8,107.5,0,2021-09-08,9
3,11,247,2965.27,0,2021-09-08,9
1,11,21,822.0,1,2021-09-08,9
2,11,8,105.0,1,2021-09-08,9
3,11,108,5523.400000000001,1,2021-09-08,9
3,12,9,241.5,1,2021-09-08,9
1,13,10,118.2,0,2021-09-08,9
3,13,42,613.4,0,2021-09-08,9
3,13,29,1152.9,1,2021-09-08,9
1,14,18,260.0,0,2021-09-08,9
3,14,105,1423.36,0,2021-09-08,9
1,14,17,505.1,1,2021-09-08,9
3,14,67,3114.6000000000004,1,2021-09-08,9
1,15,10,83.2,0,2021-09-08,9
3,15,61,918.2,0,2021-09-08,9
1,15,7,325.0,1,2021-09-08,9
3,15,49,1778.7,1,2021-09-08,9
1,0,108,952.89,0,2021-09-09,10
2,0,17,166.4,0,2021-09-09,10
3,0,687,7199.88,0,2021-09-09,10
0,0,5,400.0,1,2021-09-09,10
1,0,43,1411.0,1,2021-09-09,10
3,0,266,13467.79,1,2021-09-09,10
1,1,7,80.0,0,2021-09-09,10
3,1,42,472.6,0,2021-09-09,10
3,1,12,295.5,1,2021-09-09,10
3,2,33,414.5,0,2021-09-09,10
3,2,22,581.5,1,2021-09-09,10
1,3,16,179.9,0,2021-09-09,10
3,3,47,677.03,0,2021-09-09,10
1,3,12,263.90000000000003,1,2021-09-09,10
3,3,38,2268.7000000000003,1,2021-09-09,10
1,4,9,72.2,0,2021-09-09,10
3,4,45,568.3000000000001,0,2021-09-09,10
0,4,10,855.0,1,2021-09-09,10
3,4,28,1084.0,1,2021-09-09,10
1,5,24,289.8,0,2021-09-09,10
3,5,89,1105.3,0,2021-09-09,10
0,5,5,1160.0,1,2021-09-09,10
1,5,6,205.2,1,2021-09-09,10
3,5,65,2203.0,1,2021-09-09,10
3,6,6,324.20000000000005,1,2021-09-09,10
1,7,31,334.8,0,2021-09-09,10
2,7,5,50.5,0,2021-09-09,10
3,7,147,1832.56,0,2021-09-09,10
0,7,14,2018.6,1,2021-09-09,10
1,7,11,503.6,1,2021-09-09,10
3,7,37,1227.1,1,2021-09-09,10
1,8,11,83.0,0,2021-09-09,10
3,8,58,722.1800000000001,0,2021-09-09,10
3,8,17,751.7,1,2021-09-09,10
1,9,20,247.9,0,2021-09-09,10
3,9,89,1119.42,0,2021-09-09,10
1,9,11,324.0,1,2021-09-09,10
3,9,19,523.08,1,2021-09-09,10
1,10,19,240.7,0,2021-09-09,10
3,10,111,1368.0,0,2021-09-09,10
1,10,9,239.5,1,2021-09-09,10
2,10,5,121.5,1,2021-09-09,10
3,10,48,1852.9,1,2021-09-09,10
1,11,38,377.3,0,2021-09-09,10
2,11,8,107.5,0,2021-09-09,10
3,11,247,2965.27,0,2021-09-09,10
1,11,21,822.0,1,2021-09-09,10
2,11,8,105.0,1,2021-09-09,10
3,11,108,5523.400000000001,1,2021-09-09,10
3,12,9,241.5,1,2021-09-09,10
1,13,10,118.2,0,2021-09-09,10
3,13,42,613.4,0,2021-09-09,10
3,13,29,1152.9,1,2021-09-09,10
1,14,18,260.0,0,2021-09-09,10
3,14,105,1423.36,0,2021-09-09,10
1,14,17,505.1,1,2021-09-09,10
3,14,67,3114.6000000000004,1,2021-09-09,10
1,15,10,83.2,0,2021-09-09,10
3,15,61,918.2,0,2021-09-09,10
1,15,7,325.0,1,2021-09-09,10
3,15,49,1778.7,1,2021-09-09,10
1,0,108,952.89,0,2021-09-10,11
2,0,17,166.4,0,2021-09-10,11
3,0,687,7199.88,0,2021-09-10,11
0,0,5,400.0,1,2021-09-10,11
1,0,43,1411.0,1,2021-09-10,11
3,0,266,13467.79,1,2021-09-10,11
1,1,7,80.0,0,2021-09-10,11
3,1,42,472.6,0,2021-09-10,11
3,1,12,295.5,1,2021-09-10,11
3,2,33,414.5,0,2021-09-10,11
3,2,22,581.5,1,2021-09-10,11
1,3,16,179.9,0,2021-09-10,11
3,3,47,677.03,0,2021-09-10,11
1,3,12,263.90000000000003,1,2021-09-10,11
3,3,38,2268.7000000000003,1,2021-09-10,11
1,4,9,72.2,0,2021-09-10,11
3,4,45,568.3000000000001,0,2021-09-10,11
0,4,10,855.0,1,2021-09-10,11
3,4,28,1084.0,1,2021-09-10,11
1,5,24,289.8,0,2021-09-10,11
3,5,89,1105.3,0,2021-09-10,11
0,5,5,1160.0,1,2021-09-10,11
1,5,6,205.2,1,2021-09-10,11
3,5,65,2203.0,1,2021-09-10,11
3,6,6,324.20000000000005,1,2021-09-10,11
1,7,31,334.8,0,2021-09-10,11
2,7,5,50.5,0,2021-09-10,11
3,7,147,1832.56,0,2021-09-10,11
0,7,14,2018.6,1,2021-09-10,11
1,7,11,503.6,1,2021-09-10,11
3,7,37,1227.1,1,2021-09-10,11
1,8,11,83.0,0,2021-09-10,11
3,8,58,722.1800000000001,0,2021-09-10,11
3,8,17,751.7,1,2021-09-10,11
1,9,20,247.9,0,2021-09-10,11
3,9,89,1119.42,0,2021-09-10,11
1,9,11,324.0,1,2021-09-10,11
3,9,19,523.08,1,2021-09-10,11
1,10,19,240.7,0,2021-09-10,11
3,10,111,1368.0,0,2021-09-10,11
1,10,9,239.5,1,2021-09-10,11
2,10,5,121.5,1,2021-09-10,11
3,10,48,1852.9,1,2021-09-10,11
1,11,37,372.8,0,2021-09-10,11
2,11,9,112.0,0,2021-09-10,11
3,11,247,2965.27,0,2021-09-10,11
1,11,21,822.0,1,2021-09-10,11
2,11,8,105.0,1,2021-09-10,11
3,11,108,5523.400000000001,1,2021-09-10,11
3,12,9,241.5,1,2021-09-10,11
1,13,10,118.2,0,2021-09-10,11
3,13,42,613.4,0,2021-09-10,11
3,13,29,1152.9,1,2021-09-10,11
1,14,18,260.0,0,2021-09-10,11
3,14,105,1423.36,0,2021-09-10,11
1,14,17,505.1,1,2021-09-10,11
3,14,67,3114.6000000000004,1,2021-09-10,11
1,15,10,83.2,0,2021-09-10,11
3,15,61,918.2,0,2021-09-10,11
1,15,7,325.0,1,2021-09-10,11
3,15,49,1778.7,1,2021-09-10,11
1,0,108,952.89,0,2021-09-11,12
2,0,17,166.4,0,2021-09-11,12
3,0,687,7199.88,0,2021-09-11,12
0,0,5,400.0,1,2021-09-11,12
1,0,43,1411.0,1,2021-09-11,12
3,0,266,13467.79,1,2021-09-11,12
1,1,7,80.0,0,2021-09-11,12
3,1,42,472.6,0,2021-09-11,12
3,1,12,295.5,1,2021-09-11,12
3,2,33,414.5,0,2021-09-11,12
3,2,22,581.5,1,2021-09-11,12
1,3,16,179.9,0,2021-09-11,12
3,3,47,677.03,0,2021-09-11,12
1,3,12,263.90000000000003,1,2021-09-11,12
3,3,38,2268.7000000000003,1,2021-09-11,12
1,4,9,72.2,0,2021-09-11,12
3,4,45,568.3000000000001,0,2021-09-11,12
0,4,10,855.0,1,2021-09-11,12
3,4,28,1084.0,1,2021-09-11,12
1,5,24,289.8,0,2021-09-11,12
3,5,89,1105.3,0,2021-09-11,12
0,5,5,1160.0,1,2021-09-11,12
1,5,6,205.2,1,2021-09-11,12
3,5,65,2203.0,1,2021-09-11,12
3,6,6,324.20000000000005,1,2021-09-11,12
1,7,31,334.8,0,2021-09-11,12
2,7,5,50.5,0,2021-09-11,12
3,7,147,1832.56,0,2021-09-11,12
0,7,14,2018.6,1,2021-09-11,12
1,7,11,503.6,1,2021-09-11,12
